id,predicted_price
2591820310,376621.2
7974200820,908674.0
7701450110,1110191.5
9522300010,1688277.8
9510861140,673648.6
1761300310,259017.05
7732410120,787985.44
7010701383,608514.75
291310170,438559.0
4232901990,555473.06
6840701125,556908.94
3971700580,386894.75
4202400078,247729.89
6064800090,334454.06
2626119028,217189.75
3303980660,1114103.0
862000020,834066.4
2386000070,969762.2
1138000450,377040.25
1775800420,471516.78
2291401425,432936.94
2025770560,795336.75
3525069037,704004.5
9324800450,592579.5
8080400136,551567.8
8651540040,514503.7
9407001790,243008.1
1773101530,149240.56
9432900250,346048.56
1794500695,585680.75
2220069003,280239.28
923000120,471114.97
5728000060,535316.2
16000200,237389.2
1926059094,438264.7
6672900220,901649.06
3629860060,873641.56
1822069109,402128.56
6675500105,386732.44
249000180,1840784.8
226059065,481453.53
396100110,243024.77
9264450460,317034.8
7853361210,416977.2
9474700020,297008.56
421000455,239912.77
3755200220,407982.7
7960100075,474913.22
9477100490,408359.12
9138100350,684283.2
1624049275,465843.94
2770606890,497635.53
1157200189,427653.6
2770601800,487016.8
9301300805,546017.56
2325069032,1210395.1
1021079099,395775.94
7215730040,743963.56
1853200080,444360.44
3224600340,675995.1
3222049120,366411.1
2113700025,300284.72
7893207925,229748.89
3586501085,577097.4
8024200010,423947.38
7116500705,190189.0
1598600209,323452.16
7204200025,882564.25
4206901505,547234.8
2937300440,881964.3
7205000180,345227.12
8718500665,374431.6
5318101765,804447.94
4122700020,933932.0
8078700020,449946.3
3303980680,948863.7
8924100372,1233260.9
2781270210,213747.5
519000043,518214.22
3225069301,1301671.8
151000075,777481.25
2297400020,443893.25
6617500085,664788.44
104510180,237126.05
3528900060,900801.6
3345100286,554223.25
1226039130,448250.7
8712100720,718317.75
3037200010,368480.34
3626039268,399576.8
104510230,244572.56
5112800060,386469.2
6072400280,612124.56
5317100570,1197163.2
9528102993,597802.1
2919201095,500614.34
6181400920,250003.1
185000161,253446.05
8691400010,738829.0
3345700165,522060.0
6151800486,231308.28
4340000080,1226100.4
4136960010,574435.94
3634100030,322420.44
1624059224,1162878.4
2788400090,265301.12
9828200762,489657.4
7524400250,546323.3
3528000290,749671.25
5700003630,1911094.5
2720069019,267761.12
7227501170,235820.3
2397101270,605613.6
6792100090,750134.75
2770602265,497729.5
3971700937,306338.2
422049203,227674.4
3076500830,298296.44
1423400260,288776.8
9161100795,427757.2
3126049052,538958.8
5100401468,404736.34
514500235,428930.0
1423200170,202321.84
1402100070,387089.97
624110020,823322.3
2407000145,215544.38
1890000225,742997.9
1320069271,321066.66
5490700085,372087.2
263000155,394571.47
3726800201,442289.22
5153200358,292614.47
2725079018,758567.5
7165700200,271712.03
9429000170,540886.6
8718500075,346274.7
1760650950,309893.94
1068000559,1102128.8
4113800500,658137.75
4077800507,566659.5
2725069150,735632.75
4008400035,616749.06
7016310270,441723.5
1432701230,215013.45
3278606050,336086.94
2473350710,384499.44
2185000685,129710.305
7792000025,450600.3
6868200029,496009.9
624069003,763143.9
7431500280,793331.5
3296000040,578219.0
1118001215,1679224.5
6453900040,797017.0
333100209,663881.1
34001765,635403.9
8946700100,386585.3
5561401210,609603.8
6671900095,323295.2
3275850020,693195.0
3876300600,423418.06
1450900020,256869.53
8562780280,338174.53
7663700973,348004.8
2126049032,345215.62
1823059159,225771.23
3438503426,296772.4
9297301495,485582.84
7140700850,368973.7
7942601805,689345.0
2555900030,347788.8
2887970040,265947.1
7419700010,676494.25
2239000011,390108.88
9283800050,380893.56
9407001340,248244.98
217500140,565214.1
7212660520,249141.27
3298201170,363669.94
3057000400,312737.56
6865200444,507295.22
6071600340,540083.06
6821600005,679070.75
1235100371,849662.4
7796450340,356515.84
3603000410,151182.62
9297300255,505010.1
9126100850,529426.3
2770601462,548693.3
2599001500,224206.62
1102000095,812326.9
1853080640,892404.06
9551201585,916765.56
3438500796,294687.1
7518504291,551667.25
9269200340,401257.03
715010130,1504229.5
1982201485,691308.9
9526500080,376158.16
9277200180,447055.3
6669150280,306796.62
8917100153,645371.9
3760500516,969069.75
2725069050,911779.06
3332000091,331082.2
8562770080,635901.56
8151601190,262547.56
8563040160,655347.5
240000269,725899.1
4307350200,308810.3
1311910300,273118.8
3574900030,506334.8
7853230570,426899.75
320069049,365905.8
9839301060,625342.9
7011201333,633113.2
2781320100,276513.84
3421069120,453284.2
7852030320,463168.72
5316101075,2259831.5
5309100750,562370.4
629000730,725811.25
511700170,284360.75
1562100030,534159.06
2489200230,514623.44
524069116,538984.0
5315100737,857167.1
1868900675,799551.4
1608000120,330832.22
705700240,371287.5
7575600610,263266.16
1778500015,722964.3
5423500240,207207.9
6713700025,329191.88
2734100734,292580.7
301402280,210863.14
2113700205,282927.06
4114601570,2899617.5
3332000615,341783.2
3630050180,351473.25
6852700520,532284.1
6870310010,654056.25
6163900981,322888.75
393000142,360199.28
1771100130,316568.0
1442860160,388664.7
9191200435,570660.2
6788200800,1022342.75
1115300070,661797.6
3176600105,771027.0
2770604665,544648.7
5469500580,398206.94
5680000545,465260.97
3424089119,537833.3
1328300180,356879.5
1773100922,346267.12
4123830480,340114.16
9808610190,1004273.1
4250200140,276262.62
4217402115,3977067.0
3831250350,369996.28
2397101055,751070.3
6817850110,828451.3
7526800200,671680.5
7853370100,643537.25
2523089025,884241.6
9476200680,266426.88
5714200140,388186.44
3575304895,571596.5
263000018,422390.4
8080400177,619564.6
6450304130,316570.44
514500090,562307.1
9477000300,439384.16
853600310,1321420.0
1951600240,190557.38
1099900120,347156.25
5323100120,570323.94
1223089016,451625.06
522059172,253652.55
1930300190,638873.4
9542840410,313991.84
8665050530,516624.8
5592900205,350755.34
5450300010,620410.7
2459960030,333720.6
3331500455,568377.4
3432500705,410238.2
3702900165,328563.66
5249803550,537938.5
626049058,443198.28
1788900380,160274.06
8075400360,197598.84
9113200250,756813.75
2738640040,708516.56
7821200307,445475.94
3530440140,241780.36
3582700130,441969.2
9276200569,742340.6
7197800020,587230.56
686200490,536038.0
3501600100,367935.7
6383000690,545503.8
7604400150,316379.06
5249801411,726470.5
2607720420,468058.5
9561100010,393995.06
1796370590,248299.2
4077800593,372164.56
854000165,258795.31
5536100010,903695.3
4188000670,841117.25
31000165,1212458.5
662350050,905640.0
4137000280,272539.62
6169901130,1081472.5
1953400510,233508.08
7518506716,920848.8
1552520010,366214.06
7955080270,338668.34
9212900100,556422.1
3438500798,294687.1
7899800890,235060.47
4319200605,450596.0
1329300480,339332.38
8935100100,809530.4
5016001260,445862.3
4337600280,279471.7
1446401220,196719.08
7135521530,694758.25
6888900115,311978.84
2413301070,308603.66
345700040,289668.0
5566100145,438451.12
7634800070,349249.94
9346910500,619142.25
3529300060,302321.44
8128600060,1117634.0
8572900275,235745.88
4139420590,1514758.5
9274200322,628643.5
1472700200,542429.1
8820903380,455914.03
8563010130,813357.9
8965450110,859357.44
9274204230,563759.0
8165501700,341390.97
2193340260,533669.75
1860600290,905020.94
1222000055,225152.62
2492200280,492992.66
2488200455,409995.72
809001520,1069536.8
1796361140,237030.4
6398000011,762689.2
6813600365,577508.7
7504100920,824183.3
8835770330,666521.5
524059322,853724.4
4307330280,379856.1
1245002952,1090288.4
2021069059,264300.84
5700000595,561112.5
3629970930,727068.6
3336002215,273847.0
5100401060,703752.1
3278600750,269611.94
1126069045,950639.9
7568700175,302540.62
452001475,486483.0
9283800230,448446.94
1737300130,566864.4
6189600040,490900.7
3679400025,451960.28
1096100010,317805.8
9513900050,245156.12
5452800645,699177.0
273800100,242879.5
